job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric,child_folder,child_job_id,train.batch_size,train.type,train.optimizer,train.loss,train.optimizer_args.lr,train.lr_scheduler_args.patience,lookup_embedder.dim,lookup_embedder.initialize,lookup_embedder.regularize,lookup_embedder.regularize_args.weighted,distmult.entity_embedder.regularize_weight,distmult.relation_embedder.regularize_weight,distmult.entity_embedder.dropout,distmult.relation_embedder.dropout
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,negative_sampling,valid,40,,,,mean_reciprocal_rank_filtered_with_test,0.063343693933478,12,26a9e6a0,512,negative_sampling,Adamax,se,0.06101705352693028,5,512,uniform_,lp,True,2.2365244648741966e-09,2.1512012897339754e-14,0.44451152440160513,0.4300941647961736
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,1vsAll,valid,30,,,,mean_reciprocal_rank_filtered_with_test,0.0503393493063663,13,3b22d6b4,256,1vsAll,Adam,bce,0.17203952481317217,10,128,xavier_uniform_,lp,False,0.00031700199101347915,9.213612714355739e-10,0.09556824434548616,0.3500350662507117
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,KvsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0008219646112557,14,2f6d2bad,256,KvsAll,Adadelta,kl,0.008156559605811367,4,32,xavier_normal_,,True,3.086078212103185e-19,2.0668508732975707e-16,0.3087244159542024,0.004719959571957588
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,KvsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.070822786155572,15,a78c8169,256,KvsAll,Adamax,bce,0.47702865924795634,10,128,xavier_uniform_,,False,9.556015558947019e-07,2.560977984443846e-17,0.21919476985931396,0.2322498676367104
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,negative_sampling,valid,30,,,,mean_reciprocal_rank_filtered_with_test,0.0799222443739545,16,3dd7c91d,512,negative_sampling,RMSprop,kl,0.00302434863338572,4,512,normal_,lp,True,5.8198603581948396e-12,6.768319409053639e-11,0.43509859638288617,0.3900458849966526
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,1vsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0995734437872823,17,94573a0f,512,1vsAll,Adamax,kl,0.001037163040840498,7,128,normal_,lp,False,4.0833285756685114e-17,8.782230822079297e-16,0.02682828390970826,0.32951827673241496
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,negative_sampling,valid,45,,,,mean_reciprocal_rank_filtered_with_test,0.0421170687626678,18,e60bf01d,128,negative_sampling,Adam,bce,0.02190818143730913,5,32,uniform_,lp,True,0.041722276452590974,0.0027712146100310714,0.31887142546474934,0.05062827002257109
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,1vsAll,valid,45,,,,mean_reciprocal_rank_filtered_with_test,0.0560695405441759,19,ab8a47e3,128,1vsAll,Adam,kl,0.12948318688563515,3,64,normal_,lp,True,6.725635369367094e-14,0.00021187438364939174,0.18610841035842896,0.3094647452235222
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,KvsAll,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.0394360074619443,20,303392de,512,KvsAll,Adamax,bce,0.0008062559254066324,9,512,uniform_,lp,False,6.547475295115638e-10,3.0968225591237323e-12,0.47209859685972333,0.09215752827003598
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,1vsAll,valid,45,,,,mean_reciprocal_rank_filtered_with_test,0.0874271710175613,21,4c122e9e,256,1vsAll,Adam,kl,0.010760949107698283,6,256,xavier_normal_,,True,9.084280252352796e-05,2.5171737860646823e-07,0.0679910727776587,0.12534914072602987
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.0001016562937611,22,dfc667aa,256,negative_sampling,AdamW,se,0.22345961809954182,8,32,xavier_uniform_,lp,False,1.4837100084761232e-18,1.4362173657990945e-18,0.27380977757275105,0.47156284702941775
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,1vsAll,valid,20,,,,mean_reciprocal_rank_filtered_with_test,0.0868173698933468,23,d2f9e7e8,128,1vsAll,AdamW,kl,0.0065518109617847525,9,512,xavier_normal_,lp,False,1.0219143962242734e-08,1.0789345422915286e-13,0.11463443469256163,0.12341113714501262
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,KvsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0777586950970758,24,abda02a6,256,KvsAll,Adamax,kl,0.13635659905549266,3,64,normal_,lp,True,9.584175626202284e-13,0.022858621200283015,0.28965899674221873,0.27821978460997343
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,1vsAll,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.0008747478065138,25,c65ff0c8,512,1vsAll,Adadelta,se,0.07641489378920098,8,32,normal_,,False,2.2662110698622127e-17,4.888919933251679e-17,0.13909526308998466,0.44031013222411275
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,KvsAll,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.0826457595932181,26,6cbe5b5e,128,KvsAll,RMSprop,kl,0.0004764022918644762,6,256,uniform_,lp,True,0.001503690842990936,1.9659849014355593e-09,0.456604384817183,0.15659499540925026
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,1vsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0636908308611022,27,94ac5cc8,128,1vsAll,Adam,se,0.0016900387995249185,4,512,normal_,,True,1.6857983938597919e-15,3.395012208218331e-08,0.04249988030642271,0.42130193766206503
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,KvsAll,valid,25,,,,mean_reciprocal_rank_filtered_with_test,0.0694824808279844,28,a842f946,512,KvsAll,RMSprop,bce,0.03561951192630435,10,128,uniform_,lp,False,2.5272646095534523e-10,1.2462228340306788e-20,0.3657071921043098,0.2010006750933826
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,negative_sampling,valid,45,,,,mean_reciprocal_rank_filtered_with_test,0.0169997602876473,29,840dae74,512,negative_sampling,Adamax,se,0.8019374058858824,5,32,xavier_uniform_,lp,True,1.0858426706521484e-05,6.55217852196542e-06,0.2036488219164312,0.01937132328748703
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,negative_sampling,valid,40,,,,mean_reciprocal_rank_filtered_with_test,0.0743822177877319,30,f179a80e,256,negative_sampling,AdamW,kl,0.00507796711837663,7,256,xavier_normal_,lp,False,1.1516749923690467e-20,1.5207191488674073e-12,0.38815196696668863,0.36076657520607114
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,negative_sampling,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.0069218335522641,31,22b62602,256,negative_sampling,Adam,bce,0.6015192906255273,5,128,xavier_uniform_,lp,False,4.903923387651856e-16,2.3052789449437226e-19,0.2661882024258375,0.35298943147063255
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,KvsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0008221628613042,32,3669796b,512,KvsAll,Adadelta,kl,0.0037523600469696475,7,32,xavier_normal_,,True,0.016525319293904668,8.624130684335527e-07,0.07561217853799462,0.011523593682795763
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0432592570986929,33,afa60b86,512,negative_sampling,Adamax,se,0.0008388598225023318,4,128,uniform_,lp,False,2.2037883830401454e-07,1.9500601308107832e-11,0.48010212602093816,0.2087778178974986
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,KvsAll,valid,35,,,,mean_reciprocal_rank_filtered_with_test,0.0748875235330213,34,3e241c4b,128,KvsAll,RMSprop,kl,0.017451250541567653,10,512,normal_,lp,True,1.0509091938028231e-11,6.118408943722788e-05,0.17810441181063652,0.42914966819807887
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,negative_sampling,valid,20,,,,mean_reciprocal_rank_filtered_with_test,0.0373139253452504,35,277d26ea,128,negative_sampling,Adadelta,se,0.10267202526264892,8,256,uniform_,lp,True,0.00011845492589454864,0.0008770283584902022,0.32661461643874645,0.17993433075025678
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,KvsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0823233304732362,36,5fab0009,512,KvsAll,RMSprop,kl,0.0006499151422575108,6,64,xavier_normal_,lp,False,2.49720660023347e-19,5.988521882695997e-15,0.01908462354913354,0.4638459086418152
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,1vsAll,valid,30,,,,mean_reciprocal_rank_filtered_with_test,0.0371067255149666,37,99c812f4,256,1vsAll,AdamW,bce,0.01330327479132772,9,64,normal_,lp,True,1.8425860326152598e-14,2.161621850350517e-10,0.42721665324643254,0.2548804502002895
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,1vsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.059455201699002,38,5609c3c3,128,1vsAll,Adadelta,bce,0.280561635429673,3,256,xavier_uniform_,,False,5.496905144840631e-09,3.7157931551031205e-18,0.22707624360919,0.0998753597959876
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,KvsAll,valid,15,,,,mean_reciprocal_rank_filtered_with_test,0.0146376045249039,39,c00172ca,256,KvsAll,Adam,bce,0.007606076530936518,6,32,uniform_,lp,False,3.716150017991706e-18,1.7079950931503744e-13,0.380392094142735,0.49510041158646345
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,negative_sampling,valid,15,,,,mean_reciprocal_rank_filtered_with_test,0.05364022305525,40,8a89bad6,256,negative_sampling,RMSprop,kl,0.16060875734923305,8,256,xavier_normal_,lp,True,0.0019284303171702264,8.175350620964827e-06,0.2114082253538072,0.14868644950911403
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,1vsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0726571621687475,41,5f5470d5,512,1vsAll,AdamW,kl,0.06452423954961894,3,512,uniform_,lp,False,8.713389860174171e-08,1.0977997031900182e-19,0.3735724533908069,0.06861996278166771
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.077172754877663,42,39b949dc,128,negative_sampling,Adamax,se,0.0004093513897153381,9,64,xavier_uniform_,,True,2.69827977393341e-13,2.7501633935810446e-08,0.03463414963334799,0.2861274373717606
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,1vsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0481431709608732,43,65eae996,128,1vsAll,Adamax,kl,0.001455613983522101,7,32,uniform_,lp,True,4.190170265390049e-06,1.7244852977009386e-09,0.46424170304089785,0.04277469916269183
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,negative_sampling,valid,30,,,,mean_reciprocal_rank_filtered_with_test,0.0415534782315201,44,c548df2e,512,negative_sampling,AdamW,bce,0.03024448889634371,5,128,xavier_normal_,,False,1.360308930879375e-19,4.719967905054935e-16,0.13145747547969222,0.32174673583358526
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,KvsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0595002390596935,45,a440cdc8,256,KvsAll,Adadelta,bce,0.9495930718997139,10,512,normal_,lp,True,3.0916551591950928e-15,0.02578269792932477,0.2816712106578052,0.39789945678785443
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0799016079157475,46,74d8a4cb,256,negative_sampling,Adam,kl,0.005910514857273313,4,128,xavier_normal_,lp,False,5.989437606034776e-11,1.129557901399145e-14,0.12262175139039755,0.24002140760421753
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,1vsAll,valid,35,,,,mean_reciprocal_rank_filtered_with_test,0.0084906088886446,47,cb352570,256,1vsAll,AdamW,kl,0.3463534268353096,10,32,xavier_uniform_,lp,True,1.8241197249725424e-17,1.643761939395894e-15,0.40798316383734345,0.028135477099567652
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,KvsAll,valid,40,,,,mean_reciprocal_rank_filtered_with_test,0.0548371376312528,48,e92ec727,256,KvsAll,Adamax,se,0.01666036217490782,4,128,xavier_normal_,lp,False,0.0005648703551019489,0.0063284234747291905,0.24631002731621265,0.37349443696439266
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,1vsAll,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.0006520320873266,49,6bcf19ba,512,1vsAll,Adadelta,kl,0.0005151165312129466,7,512,xavier_uniform_,,True,2.4983903705546588e-08,1.1410752339588246e-17,0.33866144716739655,0.4066786481998861
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,1vsAll,valid,45,,,,mean_reciprocal_rank_filtered_with_test,0.0923017184451149,50,fc6e03a1,512,1vsAll,RMSprop,kl,0.0022015559235349274,5,256,normal_,lp,False,1.9719719539998988e-18,3.42509226651409e-09,0.3839516546577215,0.2319338656961918
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,negative_sampling,valid,35,,,,mean_reciprocal_rank_filtered_with_test,0.0554873569992899,51,de8015a4,128,negative_sampling,RMSprop,kl,0.00044742829990506794,5,32,normal_,lp,False,1.1292635794585827e-09,5.149039948693479e-05,0.19714801106601954,0.32390026841312647
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,KvsAll,valid,30,,,,mean_reciprocal_rank_filtered_with_test,0.0910099274417156,52,f101623f,256,KvsAll,RMSprop,bce,0.006412434086867483,4,512,xavier_normal_,lp,True,9.359311665872751e-07,1.2522984564170736e-18,0.25477798096835613,0.3070323667488992
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.0764546201176128,53,d16b6081,512,negative_sampling,RMSprop,kl,0.0032650084930081107,5,64,xavier_normal_,lp,False,6.464754447346665e-17,7.603008158620287e-15,0.371254809666425,0.38030271232128143
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,negative_sampling,valid,45,,,,mean_reciprocal_rank_filtered_with_test,0.082737124093239,54,e7ff450f,128,negative_sampling,AdamW,kl,0.0018353018259187866,7,256,normal_,lp,False,2.525076708890327e-14,6.279031391953805e-10,0.004336398094892502,0.2893830561079085
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,1vsAll,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.0950191421797271,55,d96adbe1,512,1vsAll,AdamW,kl,0.001000898825388262,4,256,xavier_normal_,lp,False,7.07457310230325e-15,2.3502977889306984e-06,0.43033974152058363,0.2614954453893006
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0693763615711356,56,e41315d2,256,negative_sampling,AdamW,kl,0.016525930644166867,4,256,xavier_normal_,lp,False,2.4157396675607037e-16,1.8310603630599641e-13,0.2872349349781871,0.2482850132510066
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,1vsAll,valid,45,,,,mean_reciprocal_rank_filtered_with_test,0.0944446157242849,57,55e7f5e2,512,1vsAll,RMSprop,kl,0.0019642861757774724,5,256,normal_,lp,False,4.0365295551447056e-18,3.7259324520896204e-10,0.3292778242990562,0.24732145414946613
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,1vsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0862071492025873,58,97d8324c,128,1vsAll,AdamW,kl,0.013401726156228004,5,256,xavier_normal_,lp,False,5.071741614002894e-10,7.314877527262976e-15,0.19001761637628078,0.06970877852290869
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,negative_sampling,valid,25,,,,mean_reciprocal_rank_filtered_with_test,0.0406658113932145,59,eb7e330a,128,negative_sampling,AdamW,kl,0.0007113016729624616,6,128,xavier_normal_,lp,False,2.194810641951038e-06,9.024537408730954e-06,0.3091208506375551,0.41661125933751464
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,1vsAll,valid,20,,,,mean_reciprocal_rank_filtered_with_test,0.0470935669757494,60,aa2fb182,128,1vsAll,Adamax,kl,0.0025800308175650214,5,64,xavier_normal_,lp,False,1.1499632928941406e-15,1.0565171191880671e-05,0.44599230820313096,0.23503060033544898
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,1vsAll,valid,10,,,,mean_reciprocal_rank_filtered_with_test,0.0670176283836332,61,75b9c435,128,1vsAll,RMSprop,kl,0.022491295420442908,9,64,xavier_normal_,lp,False,2.0412706453985056e-09,6.52672028603653e-09,0.012566887773573399,0.25479942141100764
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,negative_sampling,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.0661700728839922,62,f44b2759,256,negative_sampling,AdamW,kl,0.021387222326471035,3,512,normal_,lp,False,2.95892312451284e-19,4.676281477324756e-09,0.18548063933849335,0.2976784110069275
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,1vsAll,valid,15,,,,mean_reciprocal_rank_filtered_with_test,0.095366201409843,63,2f1c1fed,256,1vsAll,Adamax,kl,0.009450151952265383,10,256,normal_,lp,False,4.740377031407676e-07,5.081199343157974e-19,0.0885934024117887,0.46736714569851756
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,1vsAll,valid,35,,,,mean_reciprocal_rank_filtered_with_test,0.0986791299271408,64,1c2c9b77,512,1vsAll,Adamax,kl,0.0018542026941483114,8,128,normal_,lp,False,1.7853812492651334e-14,1.268694242268435e-16,0.04354153992588711,0.36555369891081213
74441272,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,negative_sampling,valid,15,,,,mean_reciprocal_rank_filtered_with_test,0.0725470647994733,65,1d8eb847,128,negative_sampling,AdamW,kl,0.0012478701348204598,4,32,normal_,lp,False,2.0523140676093757e-08,1.6155554455452894e-13,0.020597390830516815,0.1663978174328804
f3648df7,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,KvsAll,valid,20,,,,mean_reciprocal_rank_filtered_with_test,0.0830739505615105,66,07eed183,128,KvsAll,RMSprop,kl,0.004787761026172344,10,512,xavier_uniform_,lp,False,4.117373363823932e-11,4.422274955268375e-06,0.15388762624934316,0.3307839878834784
f3648df7,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,negative_sampling,valid,35,,,,mean_reciprocal_rank_filtered_with_test,0.0592316853919733,67,e3f372eb,128,negative_sampling,Adamax,bce,0.08247182282032114,5,128,uniform_,lp,False,1.2964815432265611e-12,3.5539623598783925e-11,0.007037960458546877,0.1902256989851594
f3648df7,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,KvsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0676253782936284,68,80d85477,128,KvsAll,AdamW,kl,0.023284979065589056,3,64,normal_,,False,1.4613500960137836e-05,1.2199631611593727e-07,0.4991530575789511,0.4511458966881037
f3648df7,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,1vsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0673619526614566,69,b1bf8a7a,512,1vsAll,Adam,se,0.001103321892884123,9,256,xavier_uniform_,lp,True,2.8310326759695896e-20,8.225190430432806e-19,0.15905425138771534,0.17115748161450028
f3648df7,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,negative_sampling,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.0485292576494129,70,e53ce6d1,256,negative_sampling,RMSprop,bce,0.002829022039384444,6,256,xavier_normal_,lp,False,6.298348661457804e-16,0.0003645755879032263,0.25408072769641876,0.11062200833112001
f3648df7,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,KvsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0724676967947353,71,dfce3c8c,128,KvsAll,Adadelta,kl,0.4474813808775801,8,64,uniform_,lp,True,2.0446920370442567e-10,6.484074956662125e-12,0.08772029774263501,0.2695169127546251
f3648df7,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,1vsAll,valid,20,,,,mean_reciprocal_rank_filtered_with_test,0.0578504917506379,72,ede94356,128,1vsAll,AdamW,se,0.004797270706333001,9,256,normal_,,True,1.0871621255514292e-16,9.199639151377169e-17,0.30157643696293235,0.13990065595135093
f3648df7,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.0001016562937611,73,8debc50c,256,negative_sampling,Adadelta,kl,0.7567484110081322,3,32,xavier_normal_,lp,False,0.051843496917233924,4.465618459329274e-09,0.10271669272333384,0.48239431623369455
f3648df7,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,KvsAll,valid,15,,,,mean_reciprocal_rank_filtered_with_test,0.0344351821590111,74,00cb90ac,512,KvsAll,Adam,se,0.038234688933600616,8,64,xavier_normal_,lp,True,7.062947838390588e-07,4.884917371062098e-14,0.4529884411022067,0.3007728443481028
f3648df7,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0462296134169797,75,a3cdb50c,128,negative_sampling,Adadelta,bce,0.0018085588162998732,6,512,uniform_,lp,False,2.380107484430662e-12,0.011812144293292888,0.14271103171631694,0.0793726947158575
f3648df7,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,0,search,KvsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0022076860748878,76,f7cc3bee,128,KvsAll,AdamW,se,0.0003061871488183419,4,256,xavier_uniform_,lp,False,3.696079148662733e-05,3.2268728023200753e-06,0.3537286533974111,0.34224184323102236
