[6c2f9156]   prepare_time: 17.44116759300232
[6c2f9156]   scope: epoch
[6c2f9156]   size: 5175638
[6c2f9156]   split: train
[6c2f9156]   timestamp: 1693895316.7622414
[6c2f9156]   type: negative_sampling
[6c2f9156] Finished epoch 185.
[c73511aa] Evaluating on valid data (epoch 185)...

[c73511aa]   batch:   0/842, mrr (filt.): 0.054 (0.119), hits@1: 0.014 (0.055), hits@1000: 0.980 (0.986)[K
[c73511aa]   batch:   1/842, mrr (filt.): 0.048 (0.135), hits@1: 0.010 (0.066), hits@1000: 0.988 (0.994)[K
[c73511aa]   batch:   2/842, mrr (filt.): 0.053 (0.111), hits@1: 0.010 (0.045), hits@1000: 0.980 (0.990)[K
[c73511aa]   batch:   3/842, mrr (filt.): 0.052 (0.109), hits@1: 0.012 (0.045), hits@1000: 0.977 (0.988)[K
[c73511aa]   batch:   4/842, mrr (filt.): 0.063 (0.132), hits@1: 0.021 (0.066), hits@1000: 0.975 (0.986)[K
[c73511aa]   batch:   5/842, mrr (filt.): 0.066 (0.149), hits@1: 0.023 (0.082), hits@1000: 0.980 (0.982)[K
[c73511aa]   batch:   6/842, mrr (filt.): 0.052 (0.110), hits@1: 0.010 (0.045), hits@1000: 0.979 (0.984)[K
[c73511aa]   batch:   7/842, mrr (filt.): 0.038 (0.085), hits@1: 0.004 (0.025), hits@1000: 0.979 (0.984)[K
[c73511aa]   batch:   8/842, mrr (filt.): 0.051 (0.114), hits@1: 0.012 (0.045), hits@1000: 0.980 (0.992)[K
[c73511aa]   batch:   9/842, mrr (filt.): 0.048 (0.118), hits@1: 0.010 (0.057), hits@1000: 0.984 (0.988)[K
[c73511aa]   batch:  10/842, mrr (filt.): 0.055 (0.102), hits@1: 0.014 (0.037), hits@1000: 0.980 (0.992)[K
[c73511aa]   batch:  11/842, mrr (filt.): 0.051 (0.113), hits@1: 0.010 (0.045), hits@1000: 0.982 (0.990)[K
[c73511aa]   batch:  12/842, mrr (filt.): 0.064 (0.139), hits@1: 0.020 (0.076), hits@1000: 0.990 (0.990)[K
[c73511aa]   batch:  13/842, mrr (filt.): 0.047 (0.126), hits@1: 0.012 (0.061), hits@1000: 0.973 (0.982)[K
[c73511aa]   batch:  14/842, mrr (filt.): 0.047 (0.099), hits@1: 0.012 (0.045), hits@1000: 0.994 (0.998)[K
[c73511aa]   batch:  15/842, mrr (filt.): 0.049 (0.111), hits@1: 0.012 (0.049), hits@1000: 0.984 (0.992)[K
[c73511aa]   batch:  16/842, mrr (filt.): 0.053 (0.122), hits@1: 0.014 (0.061), hits@1000: 0.992 (0.998)[K
[c73511aa]   batch:  17/842, mrr (filt.): 0.052 (0.133), hits@1: 0.010 (0.066), hits@1000: 0.984 (0.990)[K
[c73511aa]   batch:  18/842, mrr (filt.): 0.052 (0.111), hits@1: 0.012 (0.045), hits@1000: 0.977 (0.982)[K
[c73511aa]   batch:  19/842, mrr (filt.): 0.049 (0.111), hits@1: 0.008 (0.043), hits@1000: 0.975 (0.984)[K
[c73511aa]   batch:  20/842, mrr (filt.): 0.050 (0.115), hits@1: 0.010 (0.057), hits@1000: 0.984 (0.992)[K
[c73511aa]   batch:  21/842, mrr (filt.): 0.047 (0.114), hits@1: 0.006 (0.049), hits@1000: 0.990 (0.996)[K
[c73511aa]   batch:  22/842, mrr (filt.): 0.051 (0.133), hits@1: 0.014 (0.070), hits@1000: 0.990 (0.994)[K
[c73511aa]   batch:  23/842, mrr (filt.): 0.062 (0.148), hits@1: 0.029 (0.098), hits@1000: 0.990 (0.992)[K
[c73511aa]   batch:  24/842, mrr (filt.): 0.043 (0.095), hits@1: 0.004 (0.041), hits@1000: 0.988 (0.990)[K
[c73511aa]   batch:  25/842, mrr (filt.): 0.046 (0.101), hits@1: 0.004 (0.039), hits@1000: 0.990 (0.994)[K
[c73511aa]   batch:  26/842, mrr (filt.): 0.058 (0.126), hits@1: 0.014 (0.064), hits@1000: 0.992 (0.994)[K
[c73511aa]   batch:  27/842, mrr (filt.): 0.055 (0.107), hits@1: 0.012 (0.045), hits@1000: 0.986 (0.998)[K
[c73511aa]   batch:  28/842, mrr (filt.): 0.067 (0.124), hits@1: 0.025 (0.062), hits@1000: 0.994 (0.998)[K
[c73511aa]   batch:  29/842, mrr (filt.): 0.043 (0.095), hits@1: 0.012 (0.047), hits@1000: 0.986 (0.990)[K
[c73511aa]   batch:  30/842, mrr (filt.): 0.051 (0.106), hits@1: 0.010 (0.043), hits@1000: 0.988 (0.994)[K
[c73511aa]   batch:  31/842, mrr (filt.): 0.045 (0.108), hits@1: 0.008 (0.045), hits@1000: 0.982 (0.994)[K
[c73511aa]   batch:  32/842, mrr (filt.): 0.050 (0.111), hits@1: 0.012 (0.049), hits@1000: 0.980 (0.988)[K
[c73511aa]   batch:  33/842, mrr (filt.): 0.048 (0.117), hits@1: 0.012 (0.055), hits@1000: 0.971 (0.979)[K
[c73511aa]   batch:  34/842, mrr (filt.): 0.056 (0.119), hits@1: 0.018 (0.059), hits@1000: 0.986 (0.994)[K
[c73511aa]   batch:  35/842, mrr (filt.): 0.052 (0.124), hits@1: 0.012 (0.061), hits@1000: 0.977 (0.982)[K
[c73511aa]   batch:  36/842, mrr (filt.): 0.052 (0.110), hits@1: 0.014 (0.045), hits@1000: 0.984 (0.990)[K
[c73511aa]   batch:  37/842, mrr (filt.): 0.054 (0.111), hits@1: 0.012 (0.055), hits@1000: 0.988 (0.990)[K
[c73511aa]   batch:  38/842, mrr (filt.): 0.053 (0.129), hits@1: 0.010 (0.057), hits@1000: 0.980 (0.982)[K
[c73511aa]   batch:  39/842, mrr (filt.): 0.060 (0.109), hits@1: 0.014 (0.043), hits@1000: 0.984 (0.992)[K
[c73511aa]   batch:  40/842, mrr (filt.): 0.058 (0.134), hits@1: 0.023 (0.070), hits@1000: 0.986 (0.990)[K
[c73511aa]   batch:  41/842, mrr (filt.): 0.042 (0.094), hits@1: 0.004 (0.029), hits@1000: 0.986 (0.988)[K
[c73511aa]   batch:  42/842, mrr (filt.): 0.052 (0.120), hits@1: 0.010 (0.049), hits@1000: 0.984 (0.990)[K
[c73511aa]   batch:  43/842, mrr (filt.): 0.054 (0.118), hits@1: 0.012 (0.059), hits@1000: 0.980 (0.988)[K
[c73511aa]   batch:  44/842, mrr (filt.): 0.064 (0.130), hits@1: 0.023 (0.074), hits@1000: 0.980 (0.990)[K
[c73511aa]   batch:  45/842, mrr (filt.): 0.050 (0.109), hits@1: 0.012 (0.049), hits@1000: 0.990 (0.996)[K
[c73511aa]   batch:  46/842, mrr (filt.): 0.059 (0.130), hits@1: 0.018 (0.066), hits@1000: 0.988 (0.990)[K
[c73511aa]   batch:  47/842, mrr (filt.): 0.051 (0.113), hits@1: 0.008 (0.045), hits@1000: 0.984 (0.990)[K
[c73511aa]   batch:  48/842, mrr (filt.): 0.058 (0.111), hits@1: 0.020 (0.049), hits@1000: 0.982 (0.992)[K
[c73511aa]   batch:  49/842, mrr (filt.): 0.054 (0.100), hits@1: 0.010 (0.037), hits@1000: 0.980 (0.996)[K
[c73511aa]   batch:  50/842, mrr (filt.): 0.057 (0.127), hits@1: 0.016 (0.061), hits@1000: 0.992 (0.996)[K
[c73511aa]   batch:  51/842, mrr (filt.): 0.066 (0.134), hits@1: 0.025 (0.068), hits@1000: 0.979 (0.980)[K
[c73511aa]   batch:  52/842, mrr (filt.): 0.057 (0.118), hits@1: 0.016 (0.055), hits@1000: 0.975 (0.986)[K
