job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric,child_folder,child_job_id,train.batch_size,train.type,train.optimizer,train.loss,train.optimizer_args.lr,train.lr_scheduler_args.patience,lookup_embedder.dim,lookup_embedder.regularize,lookup_embedder.regularize_args.weighted,complex.entity_embedder.regularize_weight,complex.relation_embedder.regularize_weight,complex.entity_embedder.dropout,complex.relation_embedder.dropout
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,20,,,,mean_reciprocal_rank_filtered_with_test,0.0687907583775885,10,2ee1446b,128,KvsAll,Adam,kl,0.0010237289055939536,7,32,lp,False,2.629928811960582e-07,5.340814581834212e-07,0.4847168084233999,0.09064302081242204
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,180,,,,mean_reciprocal_rank_filtered_with_test,0.1126610999184961,11,e53c85c9,128,KvsAll,RMSprop,kl,0.00040207254810485204,9,128,lp,True,5.877068153412984e-09,1.6878534940305897e-09,0.15154795534908772,0.22209412697702646
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,1vsAll,valid,35,,,,mean_reciprocal_rank_filtered_with_test,0.0236840470492969,12,482d2e87,256,1vsAll,Adamax,se,0.04103741021304194,5,512,,False,1.6582054113114452e-20,2.2852339033083422e-14,0.40597562678158283,0.2520101508125663
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,1vsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0333023322691977,13,d18151ed,512,1vsAll,Adam,bce,0.17937188077508687,8,256,lp,True,1.987610908101966e-14,0.00022082706335094338,0.35421803733333945,0.049499057698994875
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0641709429475448,14,d64d160f,256,KvsAll,Adamax,kl,0.005492761069663686,4,64,lp,False,7.91083443976364e-06,1.9530596146796054e-18,0.10760238906368613,0.45683944085612893
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.0036913456944431,15,90428a21,256,KvsAll,AdamW,bce,0.9175604600023761,8,128,,False,1.6631579782432901e-06,3.743846414438223e-05,0.1095736506395042,0.23439195612445474
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,negative_sampling,valid,35,,,,mean_reciprocal_rank_filtered_with_test,0.0205456672698314,16,f9501766,512,negative_sampling,RMSprop,se,0.010202611496469872,4,512,lp,True,4.687461997418687e-18,2.683228495719375e-19,0.3639045241288841,0.2669912506826222
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,1vsAll,valid,25,,,,mean_reciprocal_rank_filtered_with_test,0.1173995189107537,17,c51564e7,256,1vsAll,Adamax,kl,0.0021185856924469003,9,256,lp,False,5.566397679138359e-12,3.0020232989902728e-09,0.37659958004951477,0.032986476086080074
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.034143271654168,18,a831d643,128,negative_sampling,Adadelta,bce,0.07853109216633376,5,32,lp,True,0.0022119448835023706,3.582745354686257e-14,0.1300816833972931,0.4381308937445283
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,1vsAll,valid,45,,,,mean_reciprocal_rank_filtered_with_test,0.0477651445483077,19,8b966528,128,1vsAll,Adam,kl,0.01743467348372102,3,64,lp,False,3.4869168534473317e-06,8.053683730951644e-12,0.482676912099123,0.37411594623699784
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,10,,,,mean_reciprocal_rank_filtered_with_test,0.0059205197106908,20,6e1d8116,512,KvsAll,Adadelta,bce,0.0005339571256835009,7,512,,True,1.2439150337313038e-13,2.7516843238293965e-07,0.22933070734143257,0.1547626000829041
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,1vsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0114983984111767,21,7dee7ccc,512,1vsAll,Adadelta,bce,0.0023382161295623922,6,128,lp,False,5.2877687172240166e-20,3.125114241701785e-16,0.031088269781321287,0.42075737100094557
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.0003487218476833,22,3b17add2,256,negative_sampling,AdamW,se,0.23868020241312185,10,32,lp,True,1.3234711206723758e-09,0.07597078311506805,0.2766224513761699,0.07785539794713259
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,negative_sampling,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.0764558320608012,23,7aecfb7b,128,negative_sampling,AdamW,kl,0.0038870466315273,7,512,,False,1.0886682710054465e-08,5.791789373175164e-16,0.4420330747961998,0.02690413361415267
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.0913902934397108,24,45827f55,512,KvsAll,Adamax,kl,0.1439322393851745,3,64,lp,True,4.1951461047697646e-16,5.0851685134605015e-11,0.18769504874944687,0.49505078373476863
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.0079134561152893,25,e6cce605,256,negative_sampling,Adadelta,se,0.02892692511808931,10,32,lp,False,5.579783303890364e-13,6.971416889437347e-20,0.051952611189335585,0.19756896421313286
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0875920492763568,26,ff6a4be6,128,KvsAll,RMSprop,bce,0.00032134722096887675,6,128,lp,True,0.012927683509495155,9.357643990157025e-06,0.2984786140732467,0.2921669874340296
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,1vsAll,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.0080232228729137,27,1c6f7a21,128,1vsAll,Adamax,se,0.0012750461664525954,4,512,lp,False,0.00031381881436845006,0.001181519724660293,0.08869400573894382,0.3950841440819204
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0269626947502127,28,a4259acb,256,KvsAll,RMSprop,kl,0.13029118407889578,8,128,,True,8.097010902796418e-16,5.502810389393301e-18,0.3420635755173862,0.11518344981595874
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,20,,,,mean_reciprocal_rank_filtered_with_test,0.0146928298147435,29,eae7f013,512,KvsAll,Adam,se,0.5533006721864215,5,64,lp,False,3.0731998729284934e-19,7.491072869107242e-08,0.4172586314380169,0.31770212948322296
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,negative_sampling,valid,30,,,,mean_reciprocal_rank_filtered_with_test,0.0455863358907621,30,c3bae746,256,negative_sampling,AdamW,kl,0.016961265526797633,9,256,lp,True,1.334091528984385e-10,1.9210387940148395e-12,0.1717020384967327,0.16034655831754208
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,1vsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0335908013126657,31,2916e5b1,256,1vsAll,Adamax,kl,0.8398109899155711,5,256,lp,True,3.093278166473818e-20,0.00015923773927086762,0.282889224588871,0.12470609787851572
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,35,,,,mean_reciprocal_rank_filtered_with_test,0.0849281038705582,32,2b5e371c,512,KvsAll,RMSprop,se,0.008219019398844967,9,32,lp,False,3.1842997132396727e-09,6.754347967448728e-19,0.03635702282190323,0.405092759989202
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.0055060653242677,33,4fe8a5af,256,negative_sampling,Adamax,se,0.0019163398503040797,4,64,,True,1.5945279890088385e-05,6.021237594818847e-10,0.20334994373843074,0.17035558121278882
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.027617819741068,34,58b8f7f8,128,KvsAll,RMSprop,kl,0.06251003469798942,8,512,lp,False,9.756140257290206e-15,1.6683627447572018e-14,0.4576932149939239,0.32722437242046
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,negative_sampling,valid,10,,,,mean_reciprocal_rank_filtered_with_test,0.0077388955155867,35,326caa6b,128,negative_sampling,Adadelta,se,0.021622954090113725,10,128,lp,True,1.3318203427949028e-11,1.7093577393664184e-11,0.1873607481829822,0.4850416975095868
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,20,,,,mean_reciprocal_rank_filtered_with_test,0.0108972994821773,36,94705670,256,KvsAll,AdamW,kl,0.0005839150196524983,6,32,lp,False,0.0013012144603825916,1.3889183232369668e-06,0.4329073275439441,0.01738195400685072
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0865621741390573,37,df756af8,512,KvsAll,AdamW,se,0.002934314504224683,7,64,lp,True,1.3117433671631314e-07,1.2262819085713306e-16,0.3264627419412136,0.2826442760415375
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.0349030195009098,38,0a3c8d6c,128,KvsAll,Adam,bce,0.26415558900643493,3,256,,False,2.1315732441022517e-17,0.018071978057201107,0.07310223206877708,0.1875604116357863
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.079613012438872,39,b458b2e2,256,KvsAll,Adam,bce,0.004858867563282263,6,32,lp,True,1.0406849681737527e-18,4.158921521059552e-15,0.14574414817616343,0.14475352503359318
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,negative_sampling,valid,30,,,,mean_reciprocal_rank_filtered_with_test,0.027955673058693,40,b152bea4,512,negative_sampling,RMSprop,kl,0.15866015044231116,10,256,lp,False,1.0984016025818046e-10,1.568594945239149e-10,0.39225203124806285,0.3645937852561474
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,1vsAll,valid,45,,,,mean_reciprocal_rank_filtered_with_test,0.0784400740438493,41,0da987f1,512,1vsAll,AdamW,kl,0.03601722334636111,3,512,,True,3.464283473458921e-05,1.1410720602325274e-20,0.34830744564533234,0.06833269773051143
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0122281049460281,42,00d6d57c,128,KvsAll,Adamax,se,0.0003528185274389664,7,64,lp,False,5.211495960563663e-15,2.581077670800373e-06,0.09398563206195831,0.4107488370500505
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,1vsAll,valid,85,,,,mean_reciprocal_rank_filtered_with_test,0.1052921829566226,43,7659b864,128,1vsAll,Adamax,kl,0.001157868382015158,9,64,lp,True,4.619776008612101e-13,0.004322217723416456,0.2610291875898838,0.2765138950198889
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,15,,,,mean_reciprocal_rank_filtered_with_test,0.0010803769673773,44,36f8d413,256,KvsAll,AdamW,kl,0.10412539035574017,5,256,lp,False,0.043533254077312136,3.3294708411239286e-17,0.015488807111978531,0.24440054595470428
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,1vsAll,valid,130,,,,mean_reciprocal_rank_filtered_with_test,0.1182818067327765,45,36f40e5d,512,1vsAll,Adadelta,bce,0.5044306061323526,8,512,lp,True,6.967952673901356e-08,2.4521999272558426e-08,0.24498172802850604,0.44813991291448474
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0376870053804407,46,237bea2f,256,negative_sampling,Adam,kl,0.013609220242101042,4,128,,False,4.657035946833648e-17,2.6513554269201916e-13,0.4983331779949367,0.04250869294628501
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,1vsAll,valid,45,,,,mean_reciprocal_rank_filtered_with_test,0.0059527249429034,47,48f14175,256,1vsAll,AdamW,bce,0.35051757564405117,8,32,lp,False,1.649580561863062e-15,4.9540399294447906e-08,0.4690563133917749,0.2581124319694936
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,15,,,,mean_reciprocal_rank_filtered_with_test,0.0084228070363552,48,9e63fcec,512,KvsAll,Adadelta,se,0.003434068550336485,4,256,lp,True,0.00015569138999832835,7.2477675952287e-13,0.22341627394780517,0.2277105818502605
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,negative_sampling,valid,150,,,,mean_reciprocal_rank_filtered_with_test,0.114653689673222,49,03950b80,256,negative_sampling,Adam,kl,0.0007779169530477089,9,512,,False,2.462225846685872e-10,0.00045828756315834037,0.017360886558890343,0.4624553471803665
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,1vsAll,valid,30,,,,mean_reciprocal_rank_filtered_with_test,0.0923933140289704,50,44b89310,256,1vsAll,Adamax,kl,0.049018933930956965,9,256,lp,False,5.382394135441224e-15,7.899285128078758e-17,0.37185588758438826,0.11132543627172709
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,1vsAll,valid,20,,,,mean_reciprocal_rank_filtered_with_test,0.0334819441965067,51,bd0b7d7e,512,1vsAll,Adamax,kl,0.5880678315797234,6,64,lp,True,1.5406421476283192e-17,4.9695650696445026e-20,0.4563865535892546,0.2344266320578754
00a21910,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,1vsAll,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.0930944785503644,52,9a39f356,128,1vsAll,Adamax,kl,0.007740239847708856,10,32,,False,5.863156946776892e-05,1.3542893651917576e-05,0.20318661583587527,0.07001835200935602
bf7cb3ac,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,1vsAll,valid,285,,,,mean_reciprocal_rank_filtered_with_test,0.1295231962115638,53,9eb71b03,128,1vsAll,Adamax,kl,0.0005850488260177195,8,256,lp,True,1.1506917347227515e-20,9.33221759394476e-13,0.03541387850418687,0.06487339129671454
bf7cb3ac,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,230,,,,mean_reciprocal_rank_filtered_with_test,0.1317005397828555,54,85c5adee,128,KvsAll,Adamax,bce,0.025405283349696887,5,128,lp,True,1.647424910092633e-19,3.691742227537547e-18,0.2708148565143347,0.05560188554227352
bf7cb3ac,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0742876171038612,55,c9b8e7f8,128,KvsAll,AdamW,kl,0.05350072804763405,3,32,lp,False,2.0702034096197788e-16,9.466619630203991e-20,0.12319380231201649,0.13215091591700912
bf7cb3ac,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0091456952851785,56,47ae5c53,512,KvsAll,Adam,se,0.00144324586706897,7,128,lp,True,2.1826603132484086e-08,2.645978634142437e-05,0.3698194641619921,0.3497954565100372
bf7cb3ac,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.0339713333173622,57,9f2bdc35,512,negative_sampling,RMSprop,kl,0.007006423156058416,6,256,lp,False,0.006967141915345112,1.6624700530023803e-15,0.3903265758417547,0.08454067632555962
bf7cb3ac,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,40,,,,mean_reciprocal_rank_filtered_with_test,0.0002229422966451,58,dc7de514,128,KvsAll,Adam,kl,0.6300030156885619,10,64,,True,1.0464470217422987e-12,7.103920803340063e-11,0.1358898445032537,0.4296398553997278
bf7cb3ac,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,1vsAll,valid,360,,,,mean_reciprocal_rank_filtered_with_test,0.1130489372296513,59,51696a65,128,1vsAll,Adamax,kl,0.011640576054521698,7,128,lp,False,6.703928428533879e-14,2.3737610319254847e-16,0.08276389352977276,0.4724352383054793
bf7cb3ac,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.0298748656145608,60,b282da4c,512,KvsAll,AdamW,kl,0.379758850314278,3,32,lp,True,6.539528308869652e-06,0.026026718877712223,0.32845876924693584,0.002579782623797655
bf7cb3ac,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,30,,,,mean_reciprocal_rank_filtered_with_test,0.0063062851725349,61,a5c3703a,512,KvsAll,RMSprop,se,0.08870830446970138,10,64,,False,6.531084716911293e-10,2.66231137021716e-12,0.41146588092669845,0.2988484678789973
bf7cb3ac,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0070475539145301,62,dd1beea0,128,negative_sampling,Adadelta,bce,0.0008682783103212518,6,512,lp,True,1.0601510413282123e-19,2.0769112475271615e-07,0.15795993572100997,0.20644765067845583
bf7cb3ac,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,1vsAll,valid,35,,,,mean_reciprocal_rank_filtered_with_test,0.081286189240458,63,1595b465,128,1vsAll,AdamW,se,0.0004679938718367477,4,256,lp,False,8.651356939388362e-18,4.394417272165523e-09,0.4479628591798246,0.10630085924640298
bf7cb3ac,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0190484376674384,64,29c63e7d,256,negative_sampling,Adadelta,kl,0.042125367441256695,8,64,lp,True,8.915641716716874e-07,9.814372561648845e-14,0.20130048086866736,0.38839899795129895
bf7cb3ac,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,1vsAll,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.0067997943453595,65,9ffc6b5b,512,1vsAll,RMSprop,se,0.21129549582250398,5,128,lp,False,0.004506375630901827,0.0001018410659238115,0.05774509347975254,0.18466718401759863
bf7cb3ac,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,negative_sampling,valid,185,,,,mean_reciprocal_rank_filtered_with_test,0.1164986438131242,66,8c9721e3,256,negative_sampling,Adamax,kl,0.00570525751615576,9,512,,True,2.7616208980876515e-12,3.7874458567423004e-19,0.3122214023023844,0.34031371120363474
bf7cb3ac,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,1vsAll,valid,25,,,,mean_reciprocal_rank_filtered_with_test,0.0299690054563032,67,75afb684,256,1vsAll,RMSprop,bce,0.04616761846186132,9,256,lp,False,6.707294232435684e-16,1.635756559103518e-20,0.4515611049719155,0.01515266951173544
bf7cb3ac,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0887053457809637,68,808039c3,512,KvsAll,AdamW,kl,0.00045226049402925594,5,64,,True,0.00027205284267201924,1.7908072874469388e-06,0.19818676682189107,0.4833010444417596
bf7cb3ac,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,negative_sampling,valid,45,,,,mean_reciprocal_rank_filtered_with_test,0.0696013777220336,69,469ccef6,256,negative_sampling,Adam,kl,0.005904097729220823,8,128,lp,False,2.1719093736289741e-10,2.8856088305930354e-15,0.062443881295621395,0.21706931898370385
bf7cb3ac,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,1vsAll,valid,265,,,,mean_reciprocal_rank_filtered_with_test,0.1021706315442666,70,f7ae6b35,128,1vsAll,Adadelta,bce,0.19278342722220027,4,512,lp,True,5.207200673966873e-19,2.2484812259117613e-10,0.3080071499571204,0.31166549073532224
bf7cb3ac,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,30,,,,mean_reciprocal_rank_filtered_with_test,0.0446229813043402,71,0164f1bb,128,KvsAll,RMSprop,kl,0.40599165280339056,6,256,,False,3.597875376693477e-16,1.700289204670034e-08,0.07818890642374754,0.37558030616492033
bf7cb3ac,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,1vsAll,valid,35,,,,mean_reciprocal_rank_filtered_with_test,0.0499160441177076,72,3f41e95f,512,1vsAll,Adamax,bce,0.010953313184639834,10,32,lp,True,8.923095790575216e-09,3.803087232180241e-13,0.3325488669797778,0.09568133670836687
bf7cb3ac,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,1vsAll,valid,20,,,,mean_reciprocal_rank_filtered_with_test,0.0058095967826641,73,ca9bb9eb,512,1vsAll,Adadelta,bce,0.0009227008850866014,3,64,lp,False,0.022141595816274704,0.006200149922791774,0.40774347679689527,0.32945005083456635
bf7cb3ac,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0992552950471197,74,dc2c82b5,128,KvsAll,Adamax,kl,0.08298164888134778,7,512,lp,True,9.180693413262798e-13,2.3085164411851487e-17,0.1611974467523396,0.17209262819960713
bf7cb3ac,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,1vsAll,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.0875721579129856,75,2e292756,256,1vsAll,RMSprop,kl,0.0015308854791589574,10,32,lp,False,7.6413688965466e-14,8.270249115307202e-10,0.12008014973253012,0.22270438447594643
bf7cb3ac,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,35,,,,mean_reciprocal_rank_filtered_with_test,0.0664824988846024,76,f6d1d5ce,512,KvsAll,AdamW,bce,0.04994096406537334,6,128,,True,2.0577477094506283e-06,1.2081224752012196e-14,0.3734177714213729,0.25530541129410267
bf7cb3ac,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,10,,,,mean_reciprocal_rank_filtered_with_test,0.0043702063907255,77,0c2ee65f,512,KvsAll,Adam,se,0.6749512111900653,7,256,lp,False,1.5975552192865576e-09,0.00011530268220641378,0.38611238123849034,0.05255072331055999
bf7cb3ac,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,negative_sampling,valid,40,,,,mean_reciprocal_rank_filtered_with_test,0.0894457939337829,78,bf9a90f0,128,negative_sampling,Adamax,kl,0.006604911450871733,3,64,lp,True,6.100068094445849e-20,9.27737864392149e-19,0.14058869006112218,0.45769329695031047
bf7cb3ac,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,1vsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0404072881826593,79,83f3ecdf,128,1vsAll,RMSprop,se,0.003560302093828504,5,32,,False,2.7370675069016812e-18,8.873474485388214e-17,0.4731464688666165,0.3545558378100395
