job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric,child_folder,child_job_id,train.batch_size,train.type,train.optimizer,train.loss,train.optimizer_args.lr,train.lr_scheduler_args.patience,lookup_embedder.dim,lookup_embedder.regularize,lookup_embedder.regularize_args.weighted,complex.entity_embedder.regularize_weight,complex.relation_embedder.regularize_weight,complex.entity_embedder.dropout,complex.relation_embedder.dropout
bf7cb3ac,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,negative_sampling,valid,30,,,,mean_reciprocal_rank_filtered_with_test,0.0037961542017128,80,fb019ac0,256,negative_sampling,Adam,bce,0.32048655048489555,9,256,lp,True,1.01073854784679e-06,0.024839193713794665,0.21884134458377957,0.13520422391593456
659e3fe0,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,1vsAll,valid,45,,,,mean_reciprocal_rank_filtered_with_test,0.0007158777708484,81,0c4d32b3,512,1vsAll,Adamax,kl,0.027784159353209038,4,512,lp,False,0.002578925241551674,2.3493930040180536e-11,0.0205984590575099,0.4324490218423307
659e3fe0,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,355,,,,mean_reciprocal_rank_filtered_with_test,0.1331714380822993,82,ecfa02ed,128,KvsAll,Adamax,bce,0.025405283349696887,5,128,lp,True,1.647424910092633e-19,3.691742227537547e-18,0.2708148565143347,0.05560188554227352
659e3fe0,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,35,,,,mean_reciprocal_rank_filtered_with_test,0.0737264005194197,83,dd8ceaa0,128,KvsAll,AdamW,kl,0.05350072804763405,3,32,lp,False,2.0702034096197788e-16,9.466619630203991e-20,0.12319380231201649,0.13215091591700912
659e3fe0,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0264835793454651,84,9c3d1244,512,KvsAll,Adam,se,0.00144324586706897,7,128,lp,True,2.1826603132484086e-08,2.645978634142437e-05,0.3698194641619921,0.3497954565100372
659e3fe0,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.0371123856717526,85,5eddedd8,512,negative_sampling,RMSprop,kl,0.007006423156058416,6,256,lp,False,0.006967141915345112,1.6624700530023803e-15,0.3903265758417547,0.08454067632555962
659e3fe0,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,35,,,,mean_reciprocal_rank_filtered_with_test,0.0002134504451741,86,21ff5206,128,KvsAll,Adam,kl,0.6300030156885619,10,64,,True,1.0464470217422987e-12,7.103920803340063e-11,0.1358898445032537,0.4296398553997278
659e3fe0,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,1vsAll,valid,500,,,,mean_reciprocal_rank_filtered_with_test,0.1142163775262595,87,cff75db7,128,1vsAll,Adamax,kl,0.011640576054521698,7,128,lp,False,6.703928428533879e-14,2.3737610319254847e-16,0.08276389352977276,0.4724352383054793
659e3fe0,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.0292763436676331,88,93eef18f,512,KvsAll,AdamW,kl,0.379758850314278,3,32,lp,True,6.539528308869652e-06,0.026026718877712223,0.32845876924693584,0.002579782623797655
659e3fe0,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,25,,,,mean_reciprocal_rank_filtered_with_test,0.0064529422184149,89,76f8fe29,512,KvsAll,RMSprop,se,0.08870830446970138,10,64,,False,6.531084716911293e-10,2.66231137021716e-12,0.41146588092669845,0.2988484678789973
659e3fe0,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0070374497499564,90,8bb73bc8,128,negative_sampling,Adadelta,bce,0.0008682783103212518,6,512,lp,True,1.0601510413282123e-19,2.0769112475271615e-07,0.15795993572100997,0.20644765067845583
659e3fe0,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,1vsAll,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.0799738583532714,91,eb782e60,128,1vsAll,AdamW,se,0.0004679938718367477,4,256,lp,False,8.651356939388362e-18,4.394417272165523e-09,0.4479628591798246,0.10630085924640298
659e3fe0,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0191109936305133,92,77390a12,256,negative_sampling,Adadelta,kl,0.042125367441256695,8,64,lp,True,8.915641716716874e-07,9.814372561648845e-14,0.20130048086866736,0.38839899795129895
659e3fe0,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,1vsAll,valid,20,,,,mean_reciprocal_rank_filtered_with_test,0.0059880902735918,93,3263a94c,512,1vsAll,RMSprop,se,0.21129549582250398,5,128,lp,False,0.004506375630901827,0.0001018410659238115,0.05774509347975254,0.18466718401759863
659e3fe0,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,negative_sampling,valid,165,,,,mean_reciprocal_rank_filtered_with_test,0.1170210436617599,94,baa2c967,256,negative_sampling,Adamax,kl,0.00570525751615576,9,512,,True,2.7616208980876515e-12,3.7874458567423004e-19,0.3122214023023844,0.34031371120363474
659e3fe0,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,1vsAll,valid,35,,,,mean_reciprocal_rank_filtered_with_test,0.0310142136872415,95,691ec4eb,256,1vsAll,RMSprop,bce,0.04616761846186132,9,256,lp,False,6.707294232435684e-16,1.635756559103518e-20,0.4515611049719155,0.01515266951173544
659e3fe0,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0891910138242318,96,781c6b0a,512,KvsAll,AdamW,kl,0.00045226049402925594,5,64,,True,0.00027205284267201924,1.7908072874469388e-06,0.19818676682189107,0.4833010444417596
659e3fe0,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,negative_sampling,valid,35,,,,mean_reciprocal_rank_filtered_with_test,0.0686657430505324,97,2c1fd68b,256,negative_sampling,Adam,kl,0.005904097729220823,8,128,lp,False,2.1719093736289741e-10,2.8856088305930354e-15,0.062443881295621395,0.21706931898370385
659e3fe0,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,1vsAll,valid,30,,,,mean_reciprocal_rank_filtered_with_test,0.0996991678825272,98,0b93eb33,128,1vsAll,Adadelta,bce,0.19278342722220027,4,512,lp,True,5.207200673966873e-19,2.2484812259117613e-10,0.3080071499571204,0.31166549073532224
659e3fe0,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,complex,0,search,KvsAll,valid,30,,,,mean_reciprocal_rank_filtered_with_test,0.0429444754527535,99,d649da4b,128,KvsAll,RMSprop,kl,0.40599165280339056,6,256,,False,3.597875376693477e-16,1.700289204670034e-08,0.07818890642374754,0.37558030616492033
