job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric,child_folder,child_job_id,train.batch_size,train.type,train.optimizer,train.loss,train.optimizer_args.lr,train.lr_scheduler_args.patience,lookup_embedder.dim,lookup_embedder.regularize,lookup_embedder.regularize_args.weighted,distmult.entity_embedder.regularize_weight,distmult.relation_embedder.regularize_weight,distmult.entity_embedder.dropout,distmult.relation_embedder.dropout
6e2f1919,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,distmult,0,search,1vsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.058288702137081,77,37ec6320,128,1vsAll,Adadelta,bce,0.19278342722220027,4,512,lp,True,5.207200673966873e-19,2.2484812259117613e-10,0.3080071499571204,0.31166549073532224
6e2f1919,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,distmult,0,search,KvsAll,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.0331960813160866,78,777157d9,128,KvsAll,RMSprop,kl,0.40599165280339056,6,256,,False,3.597875376693477e-16,1.700289204670034e-08,0.07818890642374754,0.37558030616492033
6e2f1919,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,distmult,0,search,1vsAll,valid,45,,,,mean_reciprocal_rank_filtered_with_test,0.041669331191667,79,dfd7c7a2,512,1vsAll,Adamax,bce,0.010953313184639834,10,32,lp,True,8.923095790575216e-09,3.803087232180241e-13,0.3325488669797778,0.09568133670836687
6e2f1919,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,distmult,0,search,1vsAll,valid,20,,,,mean_reciprocal_rank_filtered_with_test,0.005797146568227,80,b6d78290,512,1vsAll,Adadelta,bce,0.0009227008850866014,3,64,lp,False,0.022141595816274704,0.006200149922791774,0.40774347679689527,0.32945005083456635
6e2f1919,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,distmult,0,search,KvsAll,valid,25,,,,mean_reciprocal_rank_filtered_with_test,0.0492225431244113,81,29ed58df,128,KvsAll,Adamax,kl,0.08298164888134778,7,512,lp,True,9.180693413262798e-13,2.3085164411851487e-17,0.1611974467523396,0.17209262819960713
6e2f1919,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,distmult,0,search,1vsAll,valid,20,,,,mean_reciprocal_rank_filtered_with_test,0.0532655291414993,82,79332663,256,1vsAll,RMSprop,kl,0.0015308854791589574,10,32,lp,False,7.6413688965466e-14,8.270249115307202e-10,0.12008014973253012,0.22270438447594643
6e2f1919,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,distmult,0,search,KvsAll,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.0426995122260964,83,b392f9bb,512,KvsAll,AdamW,bce,0.04994096406537334,6,128,,True,2.0577477094506283e-06,1.2081224752012196e-14,0.3734177714213729,0.25530541129410267
6e2f1919,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,distmult,0,search,KvsAll,valid,35,,,,mean_reciprocal_rank_filtered_with_test,0.0051090923550768,84,37ecbee9,512,KvsAll,Adam,se,0.6749512111900653,7,256,lp,False,1.5975552192865576e-09,0.00011530268220641378,0.38611238123849034,0.05255072331055999
6e2f1919,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,distmult,0,search,negative_sampling,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.0506087763432168,85,0c01461d,128,negative_sampling,Adamax,kl,0.006604911450871733,3,64,lp,True,6.100068094445849e-20,9.27737864392149e-19,0.14058869006112218,0.45769329695031047
6e2f1919,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,distmult,0,search,1vsAll,valid,30,,,,mean_reciprocal_rank_filtered_with_test,0.0298758094682052,86,25742fe0,128,1vsAll,RMSprop,se,0.003560302093828504,5,32,,False,2.7370675069016812e-18,8.873474485388214e-17,0.4731464688666165,0.3545558378100395
6e2f1919,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,distmult,0,search,negative_sampling,valid,40,,,,mean_reciprocal_rank_filtered_with_test,0.0030923598706177,87,38dfe4bb,256,negative_sampling,Adam,bce,0.32048655048489555,9,256,lp,True,1.01073854784679e-06,0.024839193713794665,0.21884134458377957,0.13520422391593456
6e2f1919,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,distmult,0,search,1vsAll,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.0004507028504271,88,3a75db05,512,1vsAll,Adamax,kl,0.027784159353209038,4,512,lp,False,0.002578925241551674,2.3493930040180536e-11,0.0205984590575099,0.4324490218423307
6e2f1919,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,distmult,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.005866839292467,89,7fe4d1c8,256,negative_sampling,Adadelta,bce,0.0007503815012894206,8,128,lp,True,6.7918830211226746e-12,1.0050956120574628e-06,0.2670925138518214,0.08954520476981997
6e2f1919,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,distmult,0,search,negative_sampling,valid,10,,,,mean_reciprocal_rank_filtered_with_test,0.015912225330137,90,398d0cc7,256,negative_sampling,AdamW,bce,0.11022383902002654,4,64,lp,True,1.3772778096672582e-20,3.816572403488893e-12,0.26524332258850336,0.36764709604904056
6e2f1919,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,distmult,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0349839695414041,91,9b4c3737,512,negative_sampling,Adamax,kl,0.001078747393750615,8,256,,False,5.081288617944851e-09,1.4411560760616179e-07,0.010789901949465275,0.14951390912756324
6e2f1919,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,distmult,0,search,1vsAll,valid,30,,,,mean_reciprocal_rank_filtered_with_test,0.0238957459755529,92,d7d8fdb5,256,1vsAll,Adam,se,0.01460648427014827,5,512,lp,True,1.2844500332389788e-05,1.6471035714458097e-16,0.24809532100334764,0.41575336270034313
6e2f1919,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,distmult,0,search,KvsAll,valid,15,,,,mean_reciprocal_rank_filtered_with_test,0.000210524659246,93,0f796b53,128,KvsAll,RMSprop,kl,0.47655114920614533,9,128,lp,False,3.3768010004054874e-14,0.037313096819571345,0.4947348111309111,0.07114186137914658
6e2f1919,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,distmult,0,search,1vsAll,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.0001016680383461,94,7754d7b2,128,1vsAll,AdamW,se,0.16482996679207573,7,32,,True,2.1364299932829366e-11,7.06182641672974e-05,0.1425065160728991,0.24159352807328105
6e2f1919,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,distmult,0,search,KvsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0059260600712089,95,7946484a,512,KvsAll,Adadelta,kl,0.004451073921745846,3,128,lp,False,0.0005763261940937399,5.43348144850464e-19,0.39597431430593133,0.27150770043954253
6e2f1919,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,distmult,0,search,KvsAll,valid,25,,,,mean_reciprocal_rank_filtered_with_test,0.0083353898877879,96,9347329f,512,KvsAll,Adamax,se,0.0003851664140930185,10,512,lp,True,4.5164084691757775e-07,6.303850487304845e-09,0.34421723056584597,0.03774663992226124
6e2f1919,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,distmult,0,search,1vsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0436376544490708,97,044a34d6,256,1vsAll,Adam,kl,0.03466691113129088,6,64,lp,False,1.7261098227703544e-17,6.805587087867105e-14,0.09856050182133913,0.4450887478888035
6e2f1919,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,distmult,0,search,1vsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0458781738276218,98,82f818cf,128,1vsAll,Adamax,bce,0.0006411798590529416,3,128,lp,True,1.2851418975018426e-18,0.000629529662367032,0.18266178155317903,0.39447323651984334
6e2f1919,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,distmult,0,search,negative_sampling,valid,20,,,,mean_reciprocal_rank_filtered_with_test,0.0091303128857523,99,32fc9200,512,negative_sampling,Adadelta,kl,0.020938579408959396,7,32,,False,3.190192259873613e-11,2.673381322675424e-18,0.43712140107527375,0.11188740516081452
